Variable,1947.0,1948.0,1949.0,1950.0,1951.0,1952.0,1953.0,1954.0,1955.0,1956.0,1957.0,1958.0,1959.0,1960.0,1960.3,1961.0,1961.3,1962.0,1962.3,1963.0,1963.3,1964.0,1965.0,1966.0,1966.3,1967.0,1967.3,1968.0,1968.3,1969.0,1969.3,1970.0,1970.3,1971.0,1971.2,1971.3,1972.0,1972.2,1972.3,1973.0,1974.0,1975.0,1976.0,1977.0,1978.0,1979.0,1980.0,1981.0,1982.0,1983.0,1984.0,1985.0,1986.0,1987.0,1988.0,1989.0,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
"Estates and trusts, net income less loss",101134.0,111178.0,106492.0,103188.0,88903.0,116596.0,62885.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.2163922e7,4.3881702e7,4.4861623e7,5.0328842e7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Other income (net),250785.0,262691.0,312771.0,328273.0,0.0,0.0,0.0,2.308809e6,2.16722e6,2.377244e6,2.186579e6,2.216398e6,2.89151e6,2.308657e6,2.887155e6,91897.0,2.76482e6,1.06307e6,2.925775e6,2.2757404e7,727168.0,79601.0,2.449982e6,324342.0,1.050652e6,375018.0,1.071911e6,3.1272666e7,1.885387e7,389789.0,6.918126e6,616332.0,3.3542837e7,67584.0,67584.0,3.5323956e7,83303.0,83303.0,3.140246e6,7.214326e6,8.016946e6,8.053918e6,9.09775e6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Operating loss (net),NaN,NaN,NaN,NaN,381156.0,408104.0,531403.0,0.0,NaN,NaN,NaN,NaN,NaN,816226.0,NaN,3.661172e6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Estates and trusts, net income",NaN,NaN,NaN,NaN,NaN,NaN,NaN,107811.0,3.697269e6,3.920454e6,3.945252e6,3.961903e6,4.008037e6,2.887155e6,0.0,2.5394526e7,210844.0,2.925775e6,0.0,61062.0,1.1451924e7,NaN,NaN,2.8139809e7,1.3998145e7,2.9554503e7,1.4202149e7,2.245862e6,3.1272666e7,3.3111209e7,1.6078215e7,3.3542837e7,0.0,1.564618e6,1.564618e6,926470.0,1.729869e6,1.729869e6,994448.0,NaN,NaN,NaN,NaN,9.69403997e8,1.090291855e9,1.229251389e9,1.349842802e9,0.0,1.56499519e9,2.5885849e7,3.1387299e7,137421.0,2.3224e6,2.469459e6,4.55907e6,4.502464e6,4.633163e6,4.313452e6,4.664394e6,2.4649668e7,3.8639292e7,4.5715361e7,5.3203171e7,6.1557689e7,9.3459494e7,1.9149504e7,2.3313432e7,2.4883528e7,2.7902023e7,3.0139091e7,2.7196828e7,2.3775855e7,1.5718706e7,1.6265374e7,2.0400068e7,2.6291718e7,3.1473022e7,3.3036562e7,2.7611417e7,3.460732e7,1.1271656e7,3.7870472e7,5.3558702e7,1.3337377e7,1.7264602e7
"Estates and trusts, net loss",NaN,NaN,NaN,NaN,NaN,NaN,NaN,429542.0,0.0,0.0,0.0,0.0,0.0,152822.0,NaN,158893.0,NaN,285266.0,NaN,0.0,NaN,NaN,NaN,1.658548e6,NaN,1.911446e6,NaN,1.5222211e7,NaN,2.584912e6,NaN,2.578058e6,NaN,3.5323956e7,3.5323956e7,NaN,3.8114271e7,3.8114271e7,NaN,NaN,NaN,NaN,NaN,8.045768e6,9.229372e6,1.1792007e7,1.6209569e7,1.486100497e9,2.8274324e7,2.310546e6,2.710268e6,1.1510688e7,9.9008229e7,3.0116329e7,1.436147e7,1.7347058e7,1.9686539e7,2.1359312e7,2.3139399e7,0.0,0.0,4.1139577e7,4.2646933e7,4.695468e7,7.7161432e7,4.649900493e9,4.921806344e9,5.155407373e9,5.469370119e9,5.84226982e9,5.950634829e9,5.707088487e9,5.25538018e8,5.47946842e8,6.48247827e8,6.47962563e8,7.01113118e8,7.55622761e8,7.54311828e8,8.33430151e8,3.9799626e7,8.57020291e8,9.31608828e8,1.2163207e7,1.2522385e7
Pensions and annuities in AGI (life expectancy),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,244995.0,284477.0,384057.0,435703.0,577699.0,654794.0,654794.0,0.0,745922.0,972926.0,972926.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Pensions and annuities in AGI (3-year method),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,0.0,39465.0,281429.0,2.66902279e8,601756.0,29855.0,103179.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Rents, net income",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.3958911e7,2.3958911e7,670085.0,2.5394526e7,2.6851131e7,2.6851131e7,0.0,0.0,0.0,66026.0,1.354223e6,0.0,1.497782e6,0.0,NaN,NaN,2.328179e6,1.9625697e7,2.837947e6,2.837947e6,5.64967294e8,5.64967294e8,5.64967294e8,6.22598754e8,6.22598754e8,6.22598754e8,2.135936e6,2.576524e6,2.059772e6,1.875986e6,1.708125e6,2.201512e6,2.527855e6,2.149695e6,2.5907488e7,2.941634e6,0.0,0.0,3.21917289e8,3.60571264e8,3.67527687e8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Rents, net loss",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70113.0,70113.0,745922.0,158893.0,68826.0,68826.0,2.99443183e8,2.99443183e8,3.23265701e8,2.6314996e7,67068.0,3.81067341e8,65356.0,4.11646226e8,NaN,NaN,83309.0,-4.672407e6,163493.0,163493.0,3.351382e6,3.351382e6,3.351382e6,4.202932e6,4.202932e6,4.202932e6,1.3243591e7,1.6698761e7,2.0886871e7,2.455621e7,6.34131e6,7.844747e6,1.0216633e7,1.3464274e7,2.792678e6,2.2164881e7,2.71651153e8,2.97422715e8,4.8477552e7,5.2403581e7,7.2370252e7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Royalties, net income",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.543887e6,3.543887e6,40392.0,3.661172e6,3.933475e6,3.933475e6,1.028556e6,1.028556e6,2.067178e6,1.1069464e7,1.750826e6,1.354223e6,1.848239e6,1.497782e6,NaN,NaN,2.205744e6,3.3111209e7,2.457918e6,2.457918e6,616543.0,616543.0,616543.0,597295.0,597295.0,597295.0,NaN,NaN,NaN,NaN,1.103254e6,1.191389e6,1.440134e6,1.422198e6,6.101057e6,1.946143e6,2.9614882e7,3.0539569e7,5.5046351e7,6.1623348e7,6.6791158e7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Royalties, net loss",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,165634.0,NaN,0.0,NaN,2.343416e6,NaN,1.1451924e7,NaN,1.1917365e7,1.1296048e7,3.681423e6,NaN,4.341934e6,NaN,NaN,NaN,0.0,NaN,7.665251e6,NaN,926470.0,926470.0,NaN,994448.0,994448.0,NaN,NaN,NaN,NaN,NaN,0.0,0.0,0.0,0.0,2.315317e6,1.794436e7,3.665052e6,4.668033e6,385360.0,254634.0,120014.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Miscellaneous #4 (ETL+ROL+OL),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,152822.0,NaN,902263.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sources not supported by schedule B,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,249853.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Miscellaneous #6 (ETL+ROL),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,285266.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Number of returns with ITC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.019344e6,1.019344e6,969991.0,888606.0,463608.0,1.018979e6,444813.0,911798.0,864221.0,864221.0,745921.0,1.494887e6,840105.0,840105.0,875764.0,875764.0,875764.0,1.027959e6,1.027959e6,1.027959e6,1.529396e6,1.907774e6,1.727272e6,1.645248e6,2.222914e6,2.741053e6,3.026718e6,3.865707e6,5.073325e6,6.430588e6,7.101771e6,8.896065e6,3.905541e6,3.458614e6,6.774029e6,8.10633e6,7.882795e6,9.551854e6,8.667127e6,8.447633e6,1.49662356e8,1.49986402e8,1.76473339e8,2.54839436e8,8.745642e6,2.68202336e8,332293.0,1.92599e6,4.958078e6,8.416731e6,1.1981884e7,2.693831e6,360637.0,601335.0,1.777581e6,2.216531e6,6.207123e6,1.1260842e7,1.1563203e7,6.75953e6,1.1371193e7,1.5034569e7,1.1248534e7,1.0636286e7,2.3889533e7,1.2863423e7
"Farm, net profit",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,85208.0,85208.0,130058.0,4.020376e6,1.0960261e7,243518.0,1.4593683e7,272741.0,348511.0,2.065114e6,1.6078215e7,2.205744e6,1.0655553e7,1.0655553e7,1.455858e7,1.455858e7,1.455858e7,1.8396678e7,1.8396678e7,1.8396678e7,1.159632e6,1.619526e6,1.76938e6,2.027427e6,8.22324e6,1.1034552e7,1.1054009e7,9.93895e6,8.532103e6,7.994248e6,1.942589865e9,2.139904356e9,6.493117e6,8.786579e6,1.0714192e7,1.1241087e7,1.1498065e7,1.1395305e7,9.544222e6,1.0042249e7,2.89212039e9,3.026777706e9,3.201456569e9,3.376871545e9,3.613918456e9,4.559690903e9,2.68581833e8,2.90224776e8,3.14717429e8,3.30265386e8,3.3458565e8,3.24880224e8,3.08887694e8,1.20249961e8,9.2383693e7,7.1234134e7,5.1923279e7,3.3288898e7,2.7225383e7,2.5420264e7,2.3946035e7,1.69046595e8,2.1395491e7,4.05283667e8,0.0,0.0
"Farm, net loss",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.924339e6,3.924339e6,3.939856e6,5.3700794e7,1.3224949e7,4.358553e6,1.4899452e7,4.386528e6,5.539958e6,6.1888013e7,1.9625697e7,6.4219186e7,2.2021266e7,2.2021266e7,9.294407e6,9.294407e6,9.294407e6,1.1011307e7,1.1011307e7,1.1011307e7,6.4261406e7,6.7330147e7,6.1483928e7,6.4396653e7,2.3363333e7,2.6232396e7,3.1331036e7,3.2723298e7,3.4713116e7,3.8514403e7,8.425995e6,6.337306e6,5.019477e6,5.259909e6,5.274031e6,6.2797e6,6.480649e6,6.299921e6,4.655943e6,5.158515e6,2.0637964e7,2.1005091e7,2.2466293e7,2.3125558e7,2.3844022e7,3.6095167e7,8.46918e6,7.970811e6,9.180303e6,9.819064e6,1.0755848e7,2.0764121e7,2.9925581e7,2.5187996e7,2.6515292e7,2.9235562e7,2.9978207e7,2.9496416e7,3.2967078e7,3.1573883e7,3.2579689e7,3.37046241e8,3.5756185e7,2.8437694e7,9.022352941e9,9.738950972e9
Ordinary gain from sales of depreciable property,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.211251e6,1.211251e6,1.315083e6,1.1960226e7,5.6087084e7,1.750826e6,6.2919958e7,1.848239e6,2.065114e6,1.5700613e7,8.6568215e7,1.4182123e7,8.3787323e7,8.3787323e7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Statutory adjustments,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.468326e6,NaN,0.0,NaN,778203.0,0.0,744407.0,0.0,1.885387e7,5.98846e6,NaN,NaN,877106.0,2.578058e6,8.847885e6,8.847885e6,2.903942e6,9.564891e6,9.564891e6,1.6794422e7,1.066473e7,1.3102798e7,1.5101999e7,1.6284275e7,5.6053605e7,6.1413703e7,5.258402e6,4.536458e6,1.78097705e8,90918.0,9.101352e6,4.8640734e7,9.5082299e7,687132.0,724886.0,1.60947811e8,1.51889032e8,1.7554377e7,2.0627106e7,2.6273246e7,1.94014034e8,2.05422984e8,816719.0,748625.0,881707.0,1.219102e6,1.5076406e7,1.5446376e7,1.627589e7,1.8154653e7,1.23020191e8,1.21599382e8,1.12967222e8,5.5509536e7,5.4240803e7,5.2259366e7,5.5290946e7,5.7400238e7,6.0161435e7,6.099661e7,2.86496949e8,4.416383e6,3.0867452e7,9.9203321e7,7.6668124e8,8.12741318e8
Miscellaneous #5 (ETL+ROL+SA),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Small business corporation, net profit",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.915865e6,NaN,2.21132e6,NaN,NaN,NaN,2.564571e6,NaN,2.899513e6,2.899513e6,3.277548e6,3.277548e6,3.277548e6,3.230956e6,3.230956e6,3.230956e6,NaN,NaN,NaN,NaN,0.0,0.0,2.4778484e7,2.8614061e7,8.76613e6,2.177533e6,467309.0,521029.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1724946e7,5.6185229e7
"Small business corporation, net loss",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.018979e6,NaN,911798.0,NaN,NaN,NaN,1.494887e6,NaN,1.64887e6,1.64887e6,1.403581e6,1.403581e6,1.403581e6,1.321387e6,1.321387e6,1.321387e6,NaN,NaN,NaN,NaN,6.4344844e7,6.8614401e7,7.1619111e7,7.3840395e7,7.6635184e7,7.6960821e7,2.583367e6,2.067768e6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.69816308e8,4.87094509e8
Miscellaneous #3 (SB+ROL+ETL),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.8139809e7,NaN,2.9554503e7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Partnership/Estates/Trusts not allocable (income),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,52997.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Partnership/Estates/Trusts not allocable (loss),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Miscellaneous #2 (SPG+ETL+PE),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,136618.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Miscellaneous #1 (SB+SPG+ROL+ETL),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.772569e6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ROL+ETL,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,616332.0,NaN,NaN,NaN,NaN,NaN,1.924092e6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
State income tax refunds,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.903942e6,2.903942e6,0.0,3.140246e6,3.140246e6,183954.0,1.8200682e7,1.5377899e7,1.5799165e7,2.0207101e7,1.124623e6,944610.0,1.566759e6,2.073409e6,2.6045138e7,2.327531e6,511959.0,737927.0,1.928200978e9,2.031025984e9,2.163905509e9,0.0,0.0,0.0,0.0,0.0,1.123785e7,1.185369e7,1.2235548e7,1.2751223e7,1.4094351e7,2.3875813e7,3.22973738e8,4.97227695e8,6.85194041e8,7.89797297e8,9.12182379e8,4.95146902e8,2.63099445e8,1.36483398e8,1.42015345e8,2.04401524e8,1.58069115e8,1.92447711e8,2.03187788e8,2.02033967e8,2.16846966e8,2.43746121e8,2.48190601e8,2.6024444e8,2.95906194e8,3.13230845e8
